年月日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),,スポット・時間前平均価格(円/kWh),α上限値×スポット・時間前平均価格(円/kWh),α下限値×スポット・時間前平均価格(円/kWh),α速報値×スポット・時間前平均価格(円/kWh),α確報値×スポット・時間前平均価格(円/kWh),,回避可能原価全国値(円/kWh),回避可能原価北海道(円/kWh),回避可能原価東北(円/kWh),回避可能原価東京(円/kWh),回避可能原価中部(円/kWh),回避可能原価北陸(円/kWh),回避可能原価関西(円/kWh),回避可能原価中国(円/kWh),回避可能原価四国(円/kWh),回避可能原価九州(円/kWh)
2020/09/02,43,20052850,23972050,19023700,7.49,13.48,5.60,5.60,12.57,12.57,12.57,12.57,12.57,12.57,,7.52,507.43,0.00,5.81,5.62,,7.52,13.40,5.60,5.60,12.54,12.56,12.49,12.57,12.47,12.54
2020/09/02,44,20541750,23758750,19150800,5.78,11.95,5.60,5.60,10.93,10.93,10.93,10.93,10.93,10.93,,5.81,507.39,0.00,5.63,5.61,,5.81,11.92,5.60,5.59,10.86,10.93,10.86,10.93,10.93,10.90
2020/09/02,45,20648550,23658450,18625550,5.74,9.19,5.59,5.59,9.89,9.89,9.89,9.89,9.89,9.89,,5.76,507.00,0.00,5.76,5.63,,5.76,9.17,5.59,5.59,9.88,9.88,9.80,9.88,9.88,9.84
2020/09/02,46,20629500,23275400,18512250,5.61,6.43,5.59,5.59,7.60,7.60,7.60,7.60,7.60,7.60,,5.63,507.08,0.00,5.61,5.56,,5.63,6.43,5.59,5.59,7.57,7.60,7.58,7.60,7.60,7.59
2020/09/02,47,20711800,22901650,18085350,5.54,6.38,5.49,5.49,7.60,7.60,7.60,7.60,7.60,7.60,,5.55,505.69,0.00,5.55,5.50,,5.55,6.38,5.49,5.49,7.58,7.60,7.59,7.60,7.60,7.59
2020/09/02,48,20573550,22246600,17965750,5.41,5.10,5.10,5.10,5.97,5.97,5.97,5.97,5.97,5.97,,5.41,504.77,0.00,5.41,5.10,,5.41,5.12,5.10,5.10,5.97,5.97,5.98,5.97,5.97,5.97
2020/09/03,1,21212100,22493500,18387800,5.39,4.58,4.58,4.58,7.62,7.62,7.62,7.62,7.62,5.45,,5.40,506.11,0.00,5.05,4.55,,5.40,4.58,4.58,4.58,7.62,7.62,7.61,7.62,7.62,5.45
2020/09/03,2,21582950,22875500,18648300,5.04,4.58,4.58,4.58,7.54,7.54,7.54,7.54,7.54,5.45,,5.05,506.17,0.00,5.40,4.55,,5.05,4.58,4.58,4.58,7.54,7.54,7.53,7.54,7.54,5.45
2020/09/03,3,22383450,23052700,19253100,5.54,5.44,5.44,5.44,7.44,7.44,7.44,7.44,7.44,5.45,,5.55,506.08,0.00,5.62,5.45,,5.55,5.44,5.44,5.44,7.44,7.44,7.44,7.44,7.44,5.45
2020/09/03,4,22850350,23152100,19442300,5.45,5.44,5.44,5.44,6.09,6.09,6.09,6.09,6.09,5.45,,5.45,505.17,0.00,5.54,5.44,,5.45,5.44,5.44,5.44,6.09,6.09,6.09,6.09,6.09,5.45
2020/09/03,5,23210450,23086250,19318350,4.54,4.16,4.16,4.16,5.64,5.64,5.64,5.64,5.64,5.45,,4.54,505.17,0.00,5.04,4.23,,4.54,4.16,4.16,4.16,5.64,5.64,5.64,5.64,5.64,5.45
2020/09/03,6,23227650,23071850,19377200,4.54,4.16,4.16,4.16,6.09,6.09,6.09,6.09,6.09,5.45,,4.55,506.28,0.00,5.40,4.55,,4.55,4.16,4.16,4.16,6.09,6.09,6.09,6.09,6.09,5.45
2020/09/03,7,23276750,22990700,19405050,4.54,4.12,4.12,4.12,6.09,6.09,6.09,6.09,6.09,5.45,,4.55,506.28,0.00,5.05,4.55,,4.55,4.12,4.12,4.12,6.09,6.09,6.09,6.09,6.09,5.45
2020/09/03,8,23435550,23001500,19492700,4.54,4.12,4.12,4.12,5.16,5.16,5.16,5.16,5.16,5.16,,4.55,506.28,0.00,4.55,4.23,,4.55,4.12,4.12,4.12,5.18,5.16,5.16,5.16,5.16,5.16
2020/09/03,9,23379000,22642850,19395700,4.54,4.12,4.12,4.12,5.45,5.45,5.45,5.45,5.45,5.45,,4.55,506.28,0.00,5.02,4.31,,4.55,4.12,4.12,4.12,5.46,5.45,5.45,5.45,5.45,5.45
2020/09/03,10,23373050,22673250,19377400,4.54,4.12,4.12,4.12,5.97,5.97,5.97,5.97,5.97,5.45,,4.55,506.28,0.00,5.02,4.55,,4.55,4.12,4.12,4.12,5.97,5.97,5.97,5.97,5.97,5.45
2020/09/03,11,23067750,22792800,19229750,5.04,4.16,4.16,4.16,6.80,6.80,6.80,6.80,6.80,4.54,,5.05,506.17,0.00,5.46,5.05,,5.05,4.16,4.16,4.16,6.80,6.80,6.80,6.80,6.80,4.54
2020/09/03,12,22932650,22803300,19158200,4.90,4.16,4.16,4.16,5.64,5.64,5.64,5.64,5.64,4.54,,4.90,505.17,0.00,5.45,4.90,,4.90,4.16,4.16,4.16,5.64,5.64,5.64,5.64,5.64,4.54
2020/09/03,13,22726550,23054800,19391650,4.63,4.16,4.16,4.16,4.54,4.54,4.54,4.54,4.54,4.54,,4.64,506.26,0.00,5.05,4.64,,4.64,4.16,4.19,4.16,4.59,4.54,4.54,4.54,4.54,4.54
2020/09/03,14,22868500,23574050,19590350,4.92,4.22,4.22,4.22,5.97,5.97,5.97,5.97,5.97,5.45,,4.92,505.17,0.00,5.45,5.43,,4.92,4.22,4.24,4.22,5.97,5.97,5.97,5.97,5.97,5.45
2020/09/03,15,23224650,24332850,19699400,5.39,4.58,4.58,4.58,6.09,6.09,6.09,6.09,6.09,5.45,,5.39,505.17,0.00,5.45,5.45,,5.39,4.58,4.58,4.58,6.09,6.09,6.09,6.09,6.09,5.45
2020/09/03,16,23364950,24952450,19916100,5.45,4.63,4.63,4.63,7.44,7.44,7.44,7.44,7.44,5.45,,5.46,506.10,0.00,5.46,5.40,,5.46,4.63,4.63,4.63,7.44,7.44,7.44,7.44,7.44,5.45
2020/09/03,17,23186950,26130600,21226750,5.59,4.26,4.26,5.59,7.62,7.62,7.62,7.62,7.62,5.45,,5.59,505.17,0.00,5.59,5.59,,5.59,4.26,4.26,5.59,7.62,7.62,7.62,7.62,7.62,5.45
2020/09/03,18,23137000,27387300,21432300,5.78,4.97,4.97,5.61,10.05,10.05,10.05,10.05,10.05,5.45,,5.79,506.05,0.00,5.75,5.75,,5.79,4.97,4.97,5.61,10.05,10.05,10.05,10.05,10.03,5.45
2020/09/03,19,23578600,28079500,21984850,9.65,6.03,6.03,6.03,12.00,12.00,12.00,12.00,12.00,12.00,,9.65,505.17,0.00,9.60,9.65,,9.65,6.03,6.04,6.03,12.00,12.00,12.00,12.00,12.00,12.00
2020/09/03,20,23720050,28903250,22384750,9.89,7.87,7.87,7.87,10.19,10.19,10.19,10.19,10.19,10.19,,9.89,505.17,0.00,9.89,9.89,,9.89,7.87,7.87,7.87,10.19,10.38,10.19,10.17,10.19,10.18
2020/09/03,21,23865050,28922350,22556850,10.07,12.17,12.17,12.17,12.38,12.38,12.38,12.38,12.38,5.45,,10.10,506.68,0.00,10.06,9.73,,10.10,12.14,12.14,12.16,12.38,12.89,12.38,12.38,12.38,5.75
2020/09/03,22,24061600,29294600,22745900,12.00,13.50,14.64,14.64,14.64,14.64,14.64,14.64,14.64,5.45,,12.07,508.12,0.00,6.16,8.79,,12.07,13.48,14.62,14.63,14.63,15.71,14.63,14.64,14.64,6.27
2020/09/03,23,24379550,29313350,23097850,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,5.45,,12.38,505.17,0.00,7.87,8.00,,12.38,12.38,12.38,12.38,12.38,12.40,12.38,12.38,12.38,6.01
2020/09/03,24,24187300,29514350,23171600,15.00,13.50,14.00,14.00,14.00,14.00,14.00,14.00,14.00,5.45,,15.01,505.52,0.00,7.78,8.00,,15.01,13.51,14.00,14.00,14.00,14.07,14.00,14.00,14.00,6.29
2020/09/03,25,23913600,28924500,22809650,9.89,6.99,12.13,12.13,12.13,12.13,12.13,11.09,11.09,5.45,,9.90,505.68,0.00,5.99,5.98,,9.90,6.99,12.13,12.13,12.13,12.13,12.13,11.08,11.09,5.83
2020/09/03,26,23555750,28860400,22448150,15.00,6.99,15.52,16.00,16.00,16.00,16.00,11.07,11.07,5.45,,14.99,504.83,0.00,7.61,7.76,,14.99,7.00,15.52,16.00,16.01,16.01,16.01,11.07,11.07,5.89
2020/09/03,27,24359350,29528800,23693750,12.00,8.08,8.08,8.08,15.00,15.00,15.00,15.00,15.00,5.45,,12.04,506.86,0.00,7.85,7.85,,12.04,8.08,8.08,8.08,14.99,15.00,15.00,15.00,15.00,6.26
2020/09/03,28,23983250,29799150,23327050,15.01,14.01,14.01,14.01,30.00,30.00,30.00,30.00,30.00,5.45,,15.25,512.61,0.00,8.88,8.13,,15.25,13.99,14.01,14.00,29.83,29.82,29.85,29.83,29.68,7.50
2020/09/03,29,23544950,29827750,23159250,20.22,15.00,15.00,15.00,37.53,37.53,37.53,37.53,37.53,20.00,,20.43,508.36,0.00,8.09,7.95,,20.43,14.99,14.99,15.01,37.15,37.22,37.23,37.30,37.07,21.11
2020/09/03,30,23361150,29546800,22988550,30.00,20.00,20.00,20.00,40.00,40.00,40.00,40.00,40.00,12.57,,30.07,504.60,0.00,8.75,8.42,,30.07,20.31,20.07,20.04,39.75,39.86,39.71,39.81,39.75,14.46
2020/09/03,31,22967150,29142250,22594550,30.00,20.00,20.00,20.00,49.99,49.99,49.99,49.99,49.99,20.03,,30.07,504.60,0.00,8.03,7.88,,30.07,19.88,20.06,20.02,48.81,49.39,49.39,49.58,49.21,21.29
2020/09/03,32,22634450,29128350,22262300,37.53,30.00,30.00,30.00,49.99,49.99,49.99,49.99,49.99,25.00,,37.48,502.76,0.00,9.93,10.01,,37.48,29.93,30.04,30.02,49.00,49.45,49.26,49.66,49.40,26.61
2020/09/03,33,22709300,29259000,22336850,38.28,32.00,32.00,32.00,49.99,49.99,49.99,49.99,49.99,25.03,,38.15,501.48,0.00,10.91,8.70,,38.15,31.74,32.03,31.99,49.14,49.56,49.28,49.70,49.51,25.61
2020/09/03,34,22514350,28829150,22145100,40.00,32.00,32.00,32.00,49.99,49.99,49.99,49.99,49.99,49.99,,39.84,501.43,0.00,24.94,11.95,,39.84,32.26,32.09,32.06,49.29,49.63,49.36,49.84,49.58,49.31
2020/09/03,35,22370950,27856500,21927350,32.00,32.00,32.00,32.00,32.53,32.53,32.53,32.53,32.53,32.53,,31.91,502.17,0.00,10.85,8.71,,31.91,31.80,31.75,31.90,32.37,32.38,32.47,32.51,32.23,32.45
2020/09/03,36,22086950,27179250,21643350,32.00,30.00,30.00,30.00,49.99,49.99,49.99,49.99,49.99,49.99,,31.78,500.12,0.00,12.30,8.04,,31.78,30.10,29.46,29.91,48.15,48.64,48.82,49.61,46.50,49.27
2020/09/03,37,22016150,26866900,21572500,30.00,30.00,30.00,30.00,43.28,43.28,43.28,43.28,43.28,43.28,,29.86,501.44,0.00,10.69,8.69,,29.86,29.97,29.48,29.92,42.03,42.21,42.41,42.97,42.34,42.95
2020/09/03,38,21954400,26619500,21510750,30.00,25.00,25.00,25.00,32.53,32.53,32.53,32.53,32.53,32.53,,29.89,501.94,0.00,19.94,9.56,,29.89,25.11,24.90,24.99,32.19,32.45,32.32,32.48,32.25,32.46
2020/09/03,39,22002250,26494100,21558050,16.01,16.81,14.04,14.04,20.00,20.00,20.00,20.00,20.00,20.00,,16.01,503.63,0.00,10.71,8.09,,16.01,16.82,13.99,14.04,19.95,19.96,19.89,19.97,19.97,19.96
2020/09/03,40,22040700,25921300,21592250,10.07,13.03,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,,10.07,503.78,0.00,8.08,7.82,,10.07,12.90,10.26,10.26,10.26,10.27,10.26,10.27,10.26,10.27
2020/09/03,41,20574000,25292900,20070200,14.61,15.70,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,,14.59,503.75,0.00,9.88,6.43,,14.59,15.75,14.47,14.59,14.52,14.61,14.61,14.61,14.61,14.61
2020/09/03,42,20439400,24766050,19888800,15.01,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,,14.94,502.09,0.00,9.46,7.29,,14.94,14.60,14.97,14.95,14.88,14.99,14.95,14.99,14.44,15.01
2020/09/03,43,20342600,24399200,19576650,9.89,11.95,9.87,9.87,9.87,9.87,9.87,9.87,9.87,9.87,,9.89,504.45,0.00,7.77,5.95,,9.89,11.99,9.85,9.86,9.87,9.87,9.87,9.87,9.87,9.88
2020/09/03,44,21087850,24209500,19643550,5.95,8.10,5.95,5.95,5.98,5.98,5.98,5.98,5.98,5.98,,5.95,504.45,0.00,5.81,5.71,,5.95,8.10,5.94,5.95,5.98,5.98,5.98,5.98,5.98,5.99
2020/09/03,45,21429700,24401950,19231050,6.34,9.00,5.95,5.95,7.44,7.44,7.44,7.44,7.44,7.44,,6.35,505.85,0.00,7.45,5.98,,6.35,8.99,5.95,5.95,7.43,7.44,7.44,7.44,7.44,7.40
2020/09/03,46,21104900,23862450,18806300,5.95,7.25,5.95,5.95,7.44,7.44,7.44,7.44,7.44,5.45,,5.96,506.09,0.00,5.96,5.78,,5.96,7.25,5.95,5.95,7.43,7.44,7.42,7.44,7.44,5.49
2020/09/03,47,20776100,23058500,18375900,5.59,7.31,5.59,5.59,7.34,7.34,7.34,7.34,7.34,5.00,,5.61,507.30,0.00,5.64,5.61,,5.61,7.31,5.59,5.59,7.33,7.34,7.33,7.34,7.34,5.08
2020/09/03,48,20633750,22191950,18254900,5.35,6.22,5.57,5.57,5.98,5.98,5.98,5.98,5.98,5.00,,5.36,505.84,0.00,5.36,5.05,,5.36,6.22,5.57,5.57,5.98,5.98,5.98,5.98,5.98,5.02
2020/09/04,1,19713150,22570300,18343600,5.74,7.55,5.82,5.82,6.09,6.09,6.09,6.09,6.09,4.54,,5.74,505.20,0.00,5.82,5.59,,5.74,7.55,5.82,5.82,6.09,6.09,6.09,6.09,6.09,4.60
2020/09/04,2,19744400,22595600,18340100,5.69,7.47,5.78,5.78,5.78,5.78,5.78,5.78,5.78,4.54,,5.69,505.20,0.00,5.74,5.45,,5.69,7.47,5.78,5.78,5.78,5.78,5.78,5.78,5.78,4.56
2020/09/04,3,19787600,22365150,18498250,5.52,7.42,5.63,5.63,5.63,5.63,5.63,5.63,5.63,4.54,,5.52,505.20,0.00,5.63,5.45,,5.52,7.42,5.63,5.63,5.63,5.63,5.63,5.63,5.63,4.56
2020/09/04,4,20000200,22179200,18533300,5.45,7.56,5.61,5.61,5.61,5.61,5.61,5.61,5.61,4.54,,5.45,505.20,0.00,5.45,5.04,,5.45,7.56,5.61,5.61,5.61,5.61,5.61,5.61,5.61,4.56
2020/09/04,5,20192700,22023950,18563100,5.29,7.59,5.57,5.57,5.57,5.57,5.57,5.57,5.57,4.54,,5.29,505.20,0.00,5.45,5.04,,5.29,7.59,5.57,5.57,5.57,5.57,5.57,5.57,5.57,4.56
2020/09/04,6,20363900,21954500,18593950,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,4.54,,5.23,505.20,0.00,5.45,4.59,,5.23,5.23,5.23,5.23,5.24,5.23,5.23,5.23,5.23,4.56
2020/09/04,7,20512600,21989550,18609000,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,4.54,,5.19,506.18,0.00,5.57,4.55,,5.19,5.18,5.18,5.18,5.21,5.18,5.18,5.18,5.18,4.56
2020/09/04,8,20670550,22133050,18781500,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,4.54,,5.19,506.18,0.00,5.57,4.55,,5.19,5.18,5.18,5.18,5.21,5.18,5.18,5.18,5.18,4.56
2020/09/04,9,20743050,22136900,18863050,5.04,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,4.54,,5.05,506.20,0.00,5.40,4.55,,5.05,5.39,5.39,5.39,5.41,5.39,5.39,5.39,5.39,4.56
2020/09/04,10,20780000,22222050,18890500,5.39,7.76,5.39,5.39,5.39,5.39,5.39,5.39,5.39,4.54,,5.39,505.20,0.00,5.45,4.60,,5.39,7.76,5.39,5.39,5.41,5.39,5.39,5.39,5.39,4.56
2020/09/04,11,20555250,22381300,18665150,5.59,7.73,5.61,5.61,5.61,5.61,5.61,5.61,5.61,4.54,,5.59,505.20,0.00,5.63,5.47,,5.59,7.73,5.61,5.61,5.62,5.61,5.61,5.61,5.61,4.56
2020/09/04,12,20446800,22467000,18699200,5.59,7.68,5.61,5.61,5.61,5.61,5.61,5.61,5.61,4.54,,5.59,505.20,0.00,5.61,5.47,,5.59,7.68,5.61,5.61,5.62,5.61,5.61,5.61,5.61,4.56
2020/09/04,13,20618650,22882650,18903950,5.61,7.59,5.63,5.63,5.63,5.63,5.63,5.63,5.63,4.54,,5.61,505.20,0.00,5.51,5.45,,5.61,7.59,5.63,5.63,5.63,5.64,5.63,5.63,5.63,4.56
2020/09/04,14,20579550,23461650,19067550,5.63,9.00,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.00,,5.63,505.20,0.00,5.63,5.45,,5.63,9.00,5.71,5.71,5.71,5.76,5.71,5.71,5.71,5.02
2020/09/04,15,20701250,24116250,19259200,5.74,9.38,5.81,5.81,5.81,5.81,5.81,5.81,5.81,4.90,,5.74,505.20,0.00,5.74,5.59,,5.74,9.38,5.81,5.81,5.81,5.84,5.81,5.81,5.81,4.91
2020/09/04,16,21021400,24748500,19541050,5.81,11.95,5.91,5.91,6.71,6.71,6.71,6.71,6.71,5.00,,5.81,505.20,0.00,5.59,5.59,,5.81,11.95,5.91,5.90,6.71,6.71,6.71,6.71,6.71,5.01
2020/09/04,17,21922500,25983900,20540550,5.74,14.26,5.69,5.69,7.54,7.54,7.54,7.54,7.54,5.00,,5.74,505.20,0.00,5.45,5.45,,5.74,14.27,5.69,5.69,7.54,7.56,7.54,7.54,7.54,5.01
2020/09/04,18,21862900,27252050,20724400,6.27,18.01,5.83,5.83,10.01,10.01,10.01,10.01,10.01,5.45,,6.28,506.00,0.00,5.75,5.79,,6.28,18.01,5.83,5.83,10.00,10.03,10.01,10.01,10.01,5.47
2020/09/04,19,22135450,28102350,21219700,15.00,25.00,5.90,5.90,15.46,15.46,15.46,15.46,15.46,15.46,,15.00,504.96,0.00,6.44,9.60,,15.00,25.01,5.94,5.95,15.46,15.45,15.47,15.46,15.46,15.34
2020/09/04,20,22498700,28491200,21599150,11.95,20.00,5.87,5.87,15.00,15.00,15.00,15.00,15.00,15.00,,11.94,504.54,0.00,5.92,5.86,,11.94,20.01,5.88,5.90,15.00,15.00,15.00,15.00,15.00,14.80
2020/09/04,21,24205050,28738850,23185050,9.96,18.00,7.27,7.27,9.96,9.96,9.96,9.96,9.96,5.45,,9.97,505.47,0.00,5.98,5.87,,9.97,17.99,7.28,7.29,9.96,9.96,9.96,9.96,9.96,5.55
2020/09/04,22,24505700,29189350,23421200,10.45,18.00,8.73,8.73,10.09,10.09,10.09,10.09,10.09,5.45,,10.45,505.08,0.00,5.98,5.64,,10.45,17.99,8.74,8.74,10.09,10.09,10.09,10.10,10.09,5.51
2020/09/04,23,24532500,29381850,23549800,9.97,18.00,8.73,8.73,9.89,9.89,9.89,9.89,9.89,5.45,,9.98,505.57,0.00,5.81,5.32,,9.98,17.99,8.74,8.74,9.89,9.89,9.89,9.89,9.89,5.53
2020/09/04,24,24499450,29615600,23610900,11.08,13.01,8.73,8.73,10.16,10.16,10.16,10.16,10.16,5.45,,11.08,504.96,0.00,5.26,5.09,,11.08,13.01,8.74,8.75,10.16,10.16,10.16,10.17,10.16,5.51
2020/09/04,25,24489200,29168200,23492100,10.69,12.00,12.00,12.00,12.00,12.00,12.00,11.36,11.36,5.45,,10.69,505.20,0.00,5.26,5.03,,10.69,12.07,11.99,12.00,12.00,12.00,12.00,11.35,11.36,5.49
2020/09/04,26,24434050,29211850,23477750,11.47,15.00,15.00,15.00,15.00,15.00,15.00,10.96,10.96,5.45,,11.47,505.20,0.00,5.45,5.04,,11.47,14.83,14.95,14.95,14.99,14.99,15.00,10.96,10.96,5.49
2020/09/04,27,24237950,29547450,23531850,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,5.45,,14.99,504.62,0.00,7.27,6.09,,14.99,15.11,15.00,15.00,15.00,15.00,15.00,15.00,15.00,5.50
2020/09/04,28,23733100,29170900,23367450,16.00,16.00,16.00,16.00,16.00,16.00,16.00,16.00,16.00,16.00,,15.99,504.77,0.00,8.17,8.73,,15.99,16.00,16.01,16.00,16.00,16.00,16.00,16.01,16.00,15.86
2020/09/04,29,23577300,28868900,23240650,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,,29.94,504.19,0.00,10.36,9.49,,29.94,29.80,30.62,29.96,29.68,29.69,29.98,29.96,29.79,29.56
2020/09/04,30,23315300,28603100,22998150,36.80,32.00,32.00,32.00,32.00,32.00,32.00,32.00,32.00,32.00,,36.57,502.03,0.00,28.31,24.83,,36.57,32.31,32.45,32.00,31.65,31.67,31.98,32.01,31.76,31.68
2020/09/04,31,22990900,28406500,22690700,38.53,36.80,36.80,36.80,36.80,36.80,36.80,36.80,36.80,36.80,,38.17,500.49,0.00,9.81,12.41,,38.17,36.06,36.59,36.51,36.26,36.31,36.67,36.68,36.32,36.25
2020/09/04,32,22639100,28229400,22338900,46.06,46.00,46.00,46.00,46.00,46.00,46.00,46.00,46.00,46.00,,45.74,501.68,0.00,23.10,29.78,,45.74,46.12,46.53,45.85,44.97,45.05,45.73,45.80,45.14,45.16
2020/09/04,33,22977200,28486900,22677050,47.04,46.80,46.80,46.80,46.80,46.80,46.80,46.80,46.80,46.80,,46.68,501.34,0.00,45.65,42.99,,46.68,46.92,47.37,46.80,44.83,45.86,46.36,46.61,45.71,46.38
2020/09/04,34,22535050,28087550,22534900,45.00,35.00,45.00,45.00,38.28,38.28,38.28,38.28,38.28,38.28,,44.61,500.30,0.00,29.75,29.75,,44.61,35.40,45.76,45.01,36.12,38.09,38.17,38.21,38.02,37.97
2020/09/04,35,22345350,27237850,22264700,20.00,20.00,20.00,20.00,17.48,17.48,17.48,17.48,17.48,17.48,,19.96,504.07,0.00,14.01,9.88,,19.96,20.05,20.65,20.00,16.91,17.48,17.47,17.48,17.46,17.47
2020/09/04,36,22282600,26680600,22139450,14.23,14.26,14.26,14.26,10.93,10.93,10.93,10.93,10.93,10.93,,14.22,504.72,0.00,11.99,9.95,,14.22,14.28,14.75,14.26,10.73,10.93,10.93,10.96,10.93,10.96
2020/09/04,37,22184250,26496550,21955550,12.52,14.01,14.01,14.01,10.93,10.93,10.93,10.93,10.93,10.93,,12.50,504.68,0.00,12.50,9.88,,12.50,14.00,14.00,14.00,10.76,10.93,10.93,10.94,10.93,10.95
2020/09/04,38,22109700,26403450,21891500,12.52,14.01,14.01,14.01,10.71,10.71,10.71,10.71,10.71,10.71,,12.49,503.87,0.00,10.68,8.71,,12.49,14.00,14.00,13.99,10.52,10.71,10.71,10.73,10.71,10.71
2020/09/04,39,21955250,26089900,21647150,12.00,12.75,12.75,12.75,10.71,10.71,10.71,10.71,10.71,10.71,,11.96,502.76,0.00,8.71,6.05,,11.96,12.68,12.74,12.74,10.51,10.71,10.70,10.69,10.71,10.71
2020/09/04,40,21590150,25567350,21293650,10.93,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,,10.89,501.64,0.00,6.04,5.91,,10.89,10.60,10.65,10.64,10.39,10.65,10.65,10.64,10.65,10.65
2020/09/04,41,20946100,24886700,20588100,10.93,12.74,10.93,10.93,10.93,10.93,10.93,10.93,10.93,10.93,,10.88,501.13,0.00,8.03,5.78,,10.88,12.75,10.93,10.92,10.54,10.93,10.93,10.83,10.93,10.94
2020/09/04,42,20965150,24778200,20518350,9.89,12.69,9.89,9.89,9.89,9.89,9.89,9.89,9.89,9.89,,9.85,502.28,0.00,5.85,5.61,,9.85,12.69,9.86,9.86,9.72,9.89,9.82,9.89,9.89,9.89
2020/09/04,43,20888850,24249900,20056300,5.88,18.00,5.82,5.82,5.93,5.93,5.93,5.93,5.93,5.93,,5.87,503.59,0.00,5.62,5.16,,5.87,18.00,5.59,5.81,5.93,6.07,5.92,5.93,5.93,5.93
2020/09/04,44,20359250,23842400,19538750,5.88,14.00,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,,5.86,503.36,0.00,5.61,5.35,,5.86,13.99,5.66,5.80,5.84,5.92,5.80,5.82,5.82,5.82
2020/09/04,45,19438750,24212250,18648950,5.82,13.50,5.82,5.82,6.00,6.00,6.00,6.00,6.00,6.00,,5.81,503.58,0.00,5.75,5.63,,5.81,13.50,5.74,5.81,6.00,6.00,5.99,6.00,6.00,6.00
2020/09/04,46,19297600,23782100,18529850,5.76,9.48,5.76,5.76,5.76,5.76,5.76,5.76,5.76,5.45,,5.76,505.08,0.00,5.73,5.63,,5.76,9.48,5.76,5.76,5.79,5.82,5.76,5.76,5.76,5.45
2020/09/04,47,19454100,23044100,18100750,5.56,9.35,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.45,,5.56,505.08,0.00,5.61,5.50,,5.56,9.35,5.53,5.56,5.59,5.57,5.56,5.56,5.56,5.45
2020/09/04,48,19101250,22141550,17906650,5.45,9.35,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.45,,5.43,501.50,0.00,5.43,5.02,,5.43,9.35,5.37,5.47,5.52,5.49,5.46,5.49,5.49,5.45
2020/09/05,1,19649550,22065350,17710600,5.54,8.84,5.60,5.60,5.60,5.60,5.60,5.60,5.60,4.54,,5.53,504.67,0.00,5.53,5.44,,5.53,8.84,5.51,5.60,5.60,5.60,5.60,5.60,5.60,4.54
2020/09/05,2,19900950,22206350,17673950,5.54,8.84,5.60,5.60,5.64,5.64,5.64,5.64,5.64,3.79,,5.54,506.89,0.00,5.54,5.54,,5.54,8.84,5.52,5.60,5.64,5.64,5.64,5.64,5.64,3.79
2020/09/05,3,20758800,22095550,17710350,5.45,8.00,5.54,5.54,6.06,6.06,6.06,6.06,6.06,3.79,,5.45,506.89,0.00,5.46,5.45,,5.45,8.00,5.48,5.53,6.05,6.06,6.05,6.06,6.06,3.79
2020/09/05,4,21186650,21953800,17600450,5.45,7.34,5.54,5.54,6.07,6.07,6.07,6.07,6.07,3.79,,5.45,506.65,0.00,5.45,4.82,,5.45,7.34,5.47,5.53,6.06,6.07,6.06,6.07,6.07,3.79
2020/09/05,5,21414700,21934450,17800450,4.65,7.52,5.46,5.46,5.46,5.46,5.46,5.46,5.46,3.79,,4.66,507.74,0.00,5.46,4.66,,4.66,7.51,5.44,5.45,5.47,5.46,5.46,5.46,5.46,3.79
2020/09/05,6,21569850,21764100,17848650,4.65,7.87,5.46,5.46,5.46,5.46,5.46,5.46,5.46,3.79,,4.66,507.74,0.00,5.46,4.66,,4.66,7.86,5.42,5.45,5.47,5.46,5.46,5.46,5.46,3.79
2020/09/05,7,21596350,21692900,17869000,4.60,7.99,4.82,4.82,4.82,4.82,4.82,4.82,4.82,3.79,,4.61,507.75,0.00,5.11,4.61,,4.61,7.99,4.79,4.82,4.88,4.82,4.82,4.82,4.82,3.79
2020/09/05,8,21751650,21670700,17911750,4.54,7.99,4.65,4.65,4.65,4.65,4.65,4.65,4.65,3.79,,4.55,507.77,0.00,4.90,4.55,,4.55,7.98,4.63,4.65,4.69,4.65,4.65,4.65,4.65,3.79
